slug_game,discipline,event,medal_type,athlete_name,country,address,latitude,longitude,pic,gameyear
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,SILVER,Johannes Hoesflot KLAEBO,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6079_%28cropped%29.jpg/230px-20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6079_%28cropped%29.jpg,2022
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,SILVER,Emil IVERSEN,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6087_Emil_Iversen.jpg/220px-20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6087_Emil_Iversen.jpg,2022
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,SILVER,Paal GOLBERG,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/2019-01-13_Sundays_Victory_Ceremonies_at_the_at_FIS_Cross-Country_World_Cup_Dresden_by_Sandro_Halank%E2%80%93038_P%C3%A5l_Golberg.jpg/220px-2019-01-13_Sundays_Victory_Ceremonies_at_the_at_FIS_Cross-Country_World_Cup_Dresden_by_Sandro_Halank%E2%80%93038_P%C3%A5l_Golberg.jpg,2022
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,SILVER,Hans Christer HOLUND,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/20190303_FIS_NWSC_Seefeld_Men_CC_50km_Mass_Start_Hans_Christer_Holund_850_7204.jpg/220px-20190303_FIS_NWSC_Seefeld_Men_CC_50km_Mass_Start_Hans_Christer_Holund_850_7204.jpg,2022
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,BRONZE,Richard JOUVE,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6085_Richard_Jouve.jpg/220px-20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6085_Richard_Jouve.jpg,2022
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,BRONZE,Hugo LAPALUS,France,Paris,48.8588897,2.320041022, ,2022
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,BRONZE,Maurice MANIFICAT,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6085_Maurice_Manificat.jpg/220px-20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6085_Maurice_Manificat.jpg,2022
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,BRONZE,Clement PARISSE,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6085_Cl%C3%A9ment_Parisse.jpg/220px-20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6085_Cl%C3%A9ment_Parisse.jpg,2022
2022-beijing,Short Track Speed Skating,Men's 500m,GOLD,Shaoang LIU,Hungary,Budapest,47.4979937,19.0403594,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Liu_Shaoang.JPG/220px-Liu_Shaoang.JPG,2022
2022-beijing,Short Track Speed Skating,Men's 500m,SILVER,Konstantin IVLIEV,ROC,Moscow,55.7504461,37.6174943, ,2022
2022-beijing,Short Track Speed Skating,Men's 500m,BRONZE,Steven DUBOIS,Canada,Ottawa,45.4211435,-75.6900574, ,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,GOLD,Selma POUTSMA,Netherlands,Amsterdam,52.3727598,4.8936041,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Selma_poutsma-1617837734.jpg/220px-Selma_poutsma-1617837734.jpg,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,GOLD,Suzanne SCHULTING,Netherlands,Amsterdam,52.3727598,4.8936041,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Suzanne_Schulting_%282018%29.jpg/220px-Suzanne_Schulting_%282018%29.jpg,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,GOLD,Xandra VELZEBOER,Netherlands,Amsterdam,52.3727598,4.8936041, ,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,GOLD,Yara van KERKHOF,Netherlands,Amsterdam,52.3727598,4.8936041,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Moscow_2015_1000m_Ladies_Heat_9_%281%29_Yara_van_Kerkhof_%28cropped%29.JPG/220px-Moscow_2015_1000m_Ladies_Heat_9_%281%29_Yara_van_Kerkhof_%28cropped%29.JPG,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,SILVER,Minjeong CHOI,Republic of Korea,Republic of Korea,36.638392,127.6961188,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Choi_Min-jeong.jpg/330px-Choi_Min-jeong.jpg,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,SILVER,Yubin LEE,Republic of Korea,Republic of Korea,36.638392,127.6961188, ,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,SILVER,A Lang KIM,Republic of Korea,Republic of Korea,36.638392,127.6961188,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Kim_A-Lang.jpg/330px-Kim_A-Lang.jpg,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,SILVER,Whimin SEO,Republic of Korea,Republic of Korea,36.638392,127.6961188,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/2020-01-22_Short_track_speed_skating_at_the_2020_Winter_Youth_Olympics_%E2%80%93_Mixed_NOC_Team_Relay_%E2%80%93_Final_A_%28Martin_Rulsch%29_081_%28cropped%29.jpg/330px-2020-01-22_Short_track_speed_skating_at_the_2020_Winter_Youth_Olympics_%E2%80%93_Mixed_NOC_Team_Relay_%E2%80%93_Final_A_%28Martin_Rulsch%29_081_%28cropped%29.jpg,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,BRONZE,Kexin FAN,People's Republic of China,People's Republic of China,35.000074,104.999927,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Fan_Kexin.jpg/220px-Fan_Kexin.jpg,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,BRONZE,Chunyu QU,People's Republic of China,People's Republic of China,35.000074,104.999927, ,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,BRONZE,Yutong HAN,People's Republic of China,People's Republic of China,35.000074,104.999927,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Han_Yutong_Moscow_2015_02.JPG/330px-Han_Yutong_Moscow_2015_02.JPG,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,BRONZE,Chutong ZHANG,People's Republic of China,People's Republic of China,35.000074,104.999927,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/2020-01-22_Short_track_speed_skating_at_the_2020_Winter_Youth_Olympics_%E2%80%93_Mixed_NOC_Team_Relay_%E2%80%93_Semifinal_2_%28Martin_Rulsch%29_30.jpg/300px-2020-01-22_Short_track_speed_skating_at_the_2020_Winter_Youth_Olympics_%E2%80%93_Mixed_NOC_Team_Relay_%E2%80%93_Semifinal_2_%28Martin_Rulsch%29_30.jpg,2022
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,BRONZE,Yuting ZHANG,People's Republic of China,People's Republic of China,35.000074,104.999927, ,2022
2022-beijing,Speed Skating,Women's 500m,GOLD,Erin JACKSON,United States of America,United States of America,39.7837304,-100.445882, ,2022
2022-beijing,Speed Skating,Women's 500m,SILVER,Miho TAKAGI,Japan,Tokyo,35.6828387,139.7594549,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/2013_WSDC_Sochi_-_Miho_Takagi.JPG/330px-2013_WSDC_Sochi_-_Miho_Takagi.JPG,2022
2022-beijing,Speed Skating,Women's 500m,BRONZE,Angelina GOLIKOVA,ROC,Moscow,55.7504461,37.6174943, ,2022
2022-beijing,Bobsleigh,Women's Monobob,GOLD,Kaillie HUMPHRIES,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/2020-02-22_Flower_Ceremony_2-woman_bobsleigh_%28Bobsleigh_%26_Skeleton_World_Championships_Altenberg_2020%29_by_Sandro_Halank%E2%80%93007-Kaillie_Humphries.jpg/200px-2020-02-22_Flower_Ceremony_2-woman_bobsleigh_%28Bobsleigh_%26_Skeleton_World_Championships_Altenberg_2020%29_by_Sandro_Halank%E2%80%93007-Kaillie_Humphries.jpg,2022
2022-beijing,Bobsleigh,Women's Monobob,SILVER,Elana MEYERS TAYLOR,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/2019-01-05_2-woman_Bobsleigh_at_the_2018-19_Bobsleigh_World_Cup_Altenberg_by_Sandro_Halank%E2%80%93148.jpg/230px-2019-01-05_2-woman_Bobsleigh_at_the_2018-19_Bobsleigh_World_Cup_Altenberg_by_Sandro_Halank%E2%80%93148.jpg,2022
2022-beijing,Bobsleigh,Women's Monobob,BRONZE,Christine de BRUIN,Canada,Ottawa,45.4211435,-75.6900574,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Christine_de_Bruin-2019-01-05_2-woman_Bobsleigh_at_the_2018-19_Bobsleigh_World_Cup_Altenberg_by_Sandro_Halank%E2%80%93173.jpg/220px-Christine_de_Bruin-2019-01-05_2-woman_Bobsleigh_at_the_2018-19_Bobsleigh_World_Cup_Altenberg_by_Sandro_Halank%E2%80%93173.jpg,2022
2022-beijing,Figure Skating,Ice Dance,GOLD,Gabriella PAPADAKIS,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Gabriella_Papadakis_at_the_2018_Olympics.jpg/220px-Gabriella_Papadakis_at_the_2018_Olympics.jpg,2022
2022-beijing,Figure Skating,Ice Dance,GOLD,Guillaume CIZERON,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Guillaume_Cizeron_at_the_2018_Olympics.jpg/220px-Guillaume_Cizeron_at_the_2018_Olympics.jpg,2022
2022-beijing,Figure Skating,Ice Dance,SILVER,Nikita KATSALAPOV,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/2017_Skate_America_-_Victoria_Sinitsina_and_Nikita_Katsalapov_-_05.jpg/230px-2017_Skate_America_-_Victoria_Sinitsina_and_Nikita_Katsalapov_-_05.jpg,2022
2022-beijing,Figure Skating,Ice Dance,SILVER,Victoria SINITSINA,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/2017_Skate_America_-_Victoria_Sinitsina_and_Nikita_Katsalapov_-_05.jpg/230px-2017_Skate_America_-_Victoria_Sinitsina_and_Nikita_Katsalapov_-_05.jpg,2022
2022-beijing,Figure Skating,Ice Dance,BRONZE,Zachary DONOHUE,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Madison_Hubbell_and_Zachary_Donohue_at_the_2016_Troph%C3%A9e_de_France_-_Awarding_ceremony.jpg/220px-Madison_Hubbell_and_Zachary_Donohue_at_the_2016_Troph%C3%A9e_de_France_-_Awarding_ceremony.jpg,2022
2022-beijing,Figure Skating,Ice Dance,BRONZE,Madison HUBBELL,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Madison_Hubbell_and_Zachary_Donohue_at_the_2016_Troph%C3%A9e_de_France_-_Awarding_ceremony.jpg/220px-Madison_Hubbell_and_Zachary_Donohue_at_the_2016_Troph%C3%A9e_de_France_-_Awarding_ceremony.jpg,2022
2022-beijing,Freestyle Skiing,Women's Aerials,GOLD,Mengtao XU,People's Republic of China,People's Republic of China,35.000074,104.999927,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Xu_Mengtao_2014_Sochi.jpg/220px-Xu_Mengtao_2014_Sochi.jpg,2022
2022-beijing,Freestyle Skiing,Women's Aerials,SILVER,Hanna HUSKOVA,Belarus,Minsk,53.9024716,27.5618225,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Hanna_Huskova_2018_stamp_of_Belarus.jpg/220px-Hanna_Huskova_2018_stamp_of_Belarus.jpg,2022
2022-beijing,Freestyle Skiing,Women's Aerials,BRONZE,Megan NICK,United States of America,United States of America,39.7837304,-100.445882, ,2022
2022-beijing,Ski Jumping,Men's Team,GOLD,Jan HOERL,Austria,Vienna,48.2083537,16.3725042,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/20190228_Seefeld_SJ_8551.jpg/360px-20190228_Seefeld_SJ_8551.jpg,2022
2022-beijing,Ski Jumping,Men's Team,GOLD,Daniel HUBER,Austria,Vienna,48.2083537,16.3725042,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Huber_-_Johann_Heinrich_Lambert_nach_seinem_Leben_und_Wirken%2C_1829_-_752812.tif/lossy-page1-220px-Huber_-_Johann_Heinrich_Lambert_nach_seinem_Leben_und_Wirken%2C_1829_-_752812.tif.jpg,2022
2022-beijing,Ski Jumping,Men's Team,GOLD,Stefan KRAFT,Austria,Vienna,48.2083537,16.3725042,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/20190302_FIS_NWSC_Seefeld_Medal_Ceremony_Stefan_Kraft_850_6737.jpg/220px-20190302_FIS_NWSC_Seefeld_Medal_Ceremony_Stefan_Kraft_850_6737.jpg,2022
2022-beijing,Ski Jumping,Men's Team,GOLD,Manuel FETTNER,Austria,Vienna,48.2083537,16.3725042,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/2017-10-03_FIS_SGP_2017_Klingenthal_Manuel_Fettner_004.jpg/220px-2017-10-03_FIS_SGP_2017_Klingenthal_Manuel_Fettner_004.jpg,2022
2022-beijing,Ski Jumping,Men's Team,SILVER,Peter PREVC,Slovenia,Ljubljana,46.0500268,14.5069289,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/20161001_FIS_Sommer_Grand_Prix_Hinzenbach_5483.jpg/220px-20161001_FIS_Sommer_Grand_Prix_Hinzenbach_5483.jpg,2022
2022-beijing,Ski Jumping,Men's Team,SILVER,Cene PREVC,Slovenia,Ljubljana,46.0500268,14.5069289,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Cene_Prevc_2016.jpg/220px-Cene_Prevc_2016.jpg,2022
2022-beijing,Ski Jumping,Men's Team,SILVER,Lovro KOS,Slovenia,Ljubljana,46.0500268,14.5069289, ,2022
2022-beijing,Ski Jumping,Men's Team,SILVER,Timi ZAJC,Slovenia,Ljubljana,46.0500268,14.5069289,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/2017-10-01_COC_Klingenthal_Siegerehrung_Timi_Zajc.jpg/220px-2017-10-01_COC_Klingenthal_Siegerehrung_Timi_Zajc.jpg,2022
2022-beijing,Ski Jumping,Men's Team,BRONZE,Karl GEIGER,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/20190226_Seefeld_SJ_4137.jpg/220px-20190226_Seefeld_SJ_4137.jpg,2022
2022-beijing,Ski Jumping,Men's Team,BRONZE,Constantin SCHMID,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/2017-10-03_FIS_SGP_2017_Klingenthal_Constantin_Schmid_001.jpg/220px-2017-10-03_FIS_SGP_2017_Klingenthal_Constantin_Schmid_001.jpg,2022
2022-beijing,Ski Jumping,Men's Team,BRONZE,Markus EISENBICHLER,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/20190302_FIS_NWSC_Seefeld_Medal_Ceremony_850_6840_Markus_Eisenbichler.jpg/220px-20190302_FIS_NWSC_Seefeld_Medal_Ceremony_850_6840_Markus_Eisenbichler.jpg,2022
2022-beijing,Ski Jumping,Men's Team,BRONZE,Stephan LEYHE,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/20190226_Seefeld_SJ_4131.jpg/220px-20190226_Seefeld_SJ_4131.jpg,2022
2022-beijing,Alpine Skiing,Women's Downhill,GOLD,Corinne SUTER,Switzerland,Bern,46.9482713,7.4514512,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Corinne_Suter_Feb_22_2020.jpg/210px-Corinne_Suter_Feb_22_2020.jpg,2022
2022-beijing,Alpine Skiing,Women's Downhill,SILVER,Sofia GOGGIA,Italy,Rome,41.8933203,12.4829321,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Sofia_Goggia.jpg/220px-Sofia_Goggia.jpg,2022
2022-beijing,Alpine Skiing,Women's Downhill,BRONZE,Nadia DELAGO,Italy,Rome,41.8933203,12.4829321, ,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,GOLD,Tarjei BOE,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Tarjei_B%C3%B8_biathlete_%28cropped%29.jpg/220px-Tarjei_B%C3%B8_biathlete_%28cropped%29.jpg,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,GOLD,Sturla Holm LAEGREID,Norway,Oslo,59.9133301,10.7389701, ,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,GOLD,Johannes Thingnes BOE,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/2018-01-06_IBU_Biathlon_World_Cup_Oberhof_2018_-_Pursuit_Men_137.jpg/220px-2018-01-06_IBU_Biathlon_World_Cup_Oberhof_2018_-_Pursuit_Men_137.jpg,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,GOLD,Vetle Sjaastad CHRISTIANSEN,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Vetle_Sj%C3%A5stad_Christiansen.jpg/330px-Vetle_Sj%C3%A5stad_Christiansen.jpg,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,SILVER,Fabien CLAUDE,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/2020-01-08_IBU_World_Cup_Biathlon_Oberhof_IMG_2599_by_Stepro.jpg/220px-2020-01-08_IBU_World_Cup_Biathlon_Oberhof_IMG_2599_by_Stepro.jpg,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,SILVER,Simon DESTHIEUX,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/2020-01-08_IBU_World_Cup_Biathlon_Oberhof_IMG_2634_by_Stepro.jpg/220px-2020-01-08_IBU_World_Cup_Biathlon_Oberhof_IMG_2634_by_Stepro.jpg,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,SILVER,Quentin FILLON MAILLET,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Quentin_Fillon_Maillet_2017.jpg/220px-Quentin_Fillon_Maillet_2017.jpg,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,SILVER,Emilien JACQUELIN,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/2020-01-10_IBU_World_Cup_Biathlon_Oberhof_IMG_2906_by_Stepro_%C3%89milien_Jacquelin_%28cropped%29.jpg/220px-2020-01-10_IBU_World_Cup_Biathlon_Oberhof_IMG_2906_by_Stepro_%C3%89milien_Jacquelin_%28cropped%29.jpg,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,BRONZE,Said Karimulla KHALILI,ROC,Moscow,55.7504461,37.6174943, ,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,BRONZE,Maxim TSVETKOV,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Maxim_Tsvetkov.jpg/220px-Maxim_Tsvetkov.jpg,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,BRONZE,Alexander LOGINOV,ROC,Moscow,55.7504461,37.6174943, ,2022
2022-beijing,Biathlon,Men's 4x7.5km Relay,BRONZE,Eduard LATYPOV,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Eduard_Latypov.jpg/220px-Eduard_Latypov.jpg,2022
2022-beijing,Bobsleigh,2-man,GOLD,Francesco FRIEDRICH,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/2022-03-28_Empfang_des_S%C3%A4chsischen_Ministerpr%C3%A4sidenten_f%C3%BCr_die_Teilnehmenden_der_Olympischen_Winterspiele_2022_by_Sandro_Halank%E2%80%93028.jpg/220px-2022-03-28_Empfang_des_S%C3%A4chsischen_Ministerpr%C3%A4sidenten_f%C3%BCr_die_Teilnehmenden_der_Olympischen_Winterspiele_2022_by_Sandro_Halank%E2%80%93028.jpg,2022
2022-beijing,Bobsleigh,2-man,GOLD,Thorsten MARGIS,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Thorsten_Margis_bei_der_Olympia-Einkleidung_Erding_2014_%28Martin_Rulsch%29_02.jpg/220px-Thorsten_Margis_bei_der_Olympia-Einkleidung_Erding_2014_%28Martin_Rulsch%29_02.jpg,2022
2022-beijing,Bobsleigh,2-man,SILVER,Florian BAUER,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Florian_Bauer_%28GER%29_2019.jpg/220px-Florian_Bauer_%28GER%29_2019.jpg,2022
2022-beijing,Bobsleigh,2-man,SILVER,Johannes LOCHNER,Germany,Berlin,52.5170365,13.3888599, ,2022
2022-beijing,Bobsleigh,2-man,BRONZE,Christoph HAFER,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/2021-02-07_4th_run_2-man_bobsleigh_%28Bobsleigh_%26_Skeleton_World_Championships_Altenberg_2021%29_by_Sandro_Halank%E2%80%93087-Christoph_Hafer.jpg/220px-2021-02-07_4th_run_2-man_bobsleigh_%28Bobsleigh_%26_Skeleton_World_Championships_Altenberg_2021%29_by_Sandro_Halank%E2%80%93087-Christoph_Hafer.jpg,2022
2022-beijing,Bobsleigh,2-man,BRONZE,Matthias SOMMER,Germany,Berlin,52.5170365,13.3888599, ,2022
2022-beijing,Freestyle Skiing,Women's Freeski Slopestyle,GOLD,Mathilde GREMAUD,Switzerland,Bern,46.9482713,7.4514512,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Lillehammer_2016_Slopestyle_ski_%2825130788365%29.jpg/220px-Lillehammer_2016_Slopestyle_ski_%2825130788365%29.jpg,2022
2022-beijing,Freestyle Skiing,Women's Freeski Slopestyle,SILVER,Ailing Eileen GU,People's Republic of China,People's Republic of China,35.000074,104.999927,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/2020-01-18_Eileen_Gu_at_the_2020_Winter_Youth_Olympics_%E2%80%93_Women%27s_Freeski_Slopestyle_%E2%80%93_Mascot_Ceremony_%28Martin_Rulsch%29_18_%28cropped%29.jpg/220px-2020-01-18_Eileen_Gu_at_the_2020_Winter_Youth_Olympics_%E2%80%93_Women%27s_Freeski_Slopestyle_%E2%80%93_Mascot_Ceremony_%28Martin_Rulsch%29_18_%28cropped%29.jpg,2022
2022-beijing,Freestyle Skiing,Women's Freeski Slopestyle,BRONZE,Kelly SILDARU,Estonia,Tallinn,59.4372155,24.7453688,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/2020-01-18_Freestyle_skiing_at_the_2020_Winter_Youth_Olympics_%E2%80%93_Women%27s_Freeski_Slopestyle_%E2%80%93_Mascot_Ceremony_%28Martin_Rulsch%29_22.jpg/220px-2020-01-18_Freestyle_skiing_at_the_2020_Winter_Youth_Olympics_%E2%80%93_Women%27s_Freeski_Slopestyle_%E2%80%93_Mascot_Ceremony_%28Martin_Rulsch%29_22.jpg,2022
2022-beijing,Nordic Combined,Individual Gundersen Large Hill/10km,GOLD,Joergen GRAABAK,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/20180126_FIS_NC_WC_Seefeld_J%C3%B8rgen_Gr%C3%A5bak_850_0043.jpg/360px-20180126_FIS_NC_WC_Seefeld_J%C3%B8rgen_Gr%C3%A5bak_850_0043.jpg,2022
2022-beijing,Nordic Combined,Individual Gundersen Large Hill/10km,SILVER,Jens Luraas OFTEBRO,Norway,Oslo,59.9133301,10.7389701, ,2022
2022-beijing,Nordic Combined,Individual Gundersen Large Hill/10km,BRONZE,Akito WATABE,Japan,Tokyo,35.6828387,139.7594549,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/20180128_FIS_NC_WC_Seefeld_Akito_Watabe_850_3629.jpg/220px-20180128_FIS_NC_WC_Seefeld_Akito_Watabe_850_3629.jpg,2022
2022-beijing,Snowboard,Men's Snowboard Big Air,GOLD,Yiming SU,People's Republic of China,People's Republic of China,35.000074,104.999927,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/%E8%8B%8F%E7%BF%8A%E9%B8%A3_Su_Yiming.jpg/330px-%E8%8B%8F%E7%BF%8A%E9%B8%A3_Su_Yiming.jpg,2022
2022-beijing,Snowboard,Men's Snowboard Big Air,SILVER,Mons ROISLAND,Norway,Oslo,59.9133301,10.7389701, ,2022
2022-beijing,Snowboard,Men's Snowboard Big Air,BRONZE,Max PARROT,Canada,Ottawa,45.4211435,-75.6900574, ,2022
2022-beijing,Snowboard,Women's Snowboard Big Air,GOLD,Anna GASSER,Austria,Vienna,48.2083537,16.3725042,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Anna_Gasser_Portrait.jpg/220px-Anna_Gasser_Portrait.jpg,2022
2022-beijing,Snowboard,Women's Snowboard Big Air,SILVER,Zoi SADOWSKI SYNNOTT,New Zealand,Wellington,-41.2887953,174.7772114, ,2022
2022-beijing,Snowboard,Women's Snowboard Big Air,BRONZE,Kokomo MURASE,Japan,Tokyo,35.6828387,139.7594549, ,2022
2022-beijing,Speed Skating,Men's Team Pursuit,GOLD,Peder KONGSHAUG,Norway,Oslo,59.9133301,10.7389701, ,2022
2022-beijing,Speed Skating,Men's Team Pursuit,GOLD,Hallgeir ENGEBRAATEN,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Hallgeir_Engebr%C3%A5ten_-_Risenga_2017.jpg/330px-Hallgeir_Engebr%C3%A5ten_-_Risenga_2017.jpg,2022
2022-beijing,Speed Skating,Men's Team Pursuit,GOLD,Sverre Lunde PEDERSEN,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Sverre_Lunde_Pedersen_2013.jpg/220px-Sverre_Lunde_Pedersen_2013.jpg,2022
2022-beijing,Speed Skating,Men's Team Pursuit,SILVER,Ruslan ZAKHAROV,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Vladimir_Putin_and_Ruslan_Zakharov_24_February_2014.jpg/220px-Vladimir_Putin_and_Ruslan_Zakharov_24_February_2014.jpg,2022
2022-beijing,Speed Skating,Men's Team Pursuit,SILVER,Sergei TROFIMOV,ROC,Moscow,55.7504461,37.6174943, ,2022
