slug_game,discipline,event,medal_type,athlete_name,country,address,latitude,longitude,pic,gameyear
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),GOLD,Tiril ECKHOFF,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Tiril_Eckhoff_001.jpg/220px-Tiril_Eckhoff_001.jpg,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),GOLD,Marte Olsbu ROEISELAND,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Marte_Olsbu_R%C3%B8iseland.jpg/220px-Marte_Olsbu_R%C3%B8iseland.jpg,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),GOLD,Tarjei BOE,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Tarjei_B%C3%B8_biathlete_%28cropped%29.jpg/220px-Tarjei_B%C3%B8_biathlete_%28cropped%29.jpg,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),GOLD,Johannes Thingnes BOE,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/2018-01-06_IBU_Biathlon_World_Cup_Oberhof_2018_-_Pursuit_Men_137.jpg/220px-2018-01-06_IBU_Biathlon_World_Cup_Oberhof_2018_-_Pursuit_Men_137.jpg,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),SILVER,Anais CHEVALIER-BOUCHET,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Ana%C3%AFs_Chevalier_octobre_2017.jpg/1024px-Ana%C3%AFs_Chevalier_octobre_2017.jpg,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),SILVER,Quentin FILLON MAILLET,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Quentin_Fillon_Maillet_2017.jpg/220px-Quentin_Fillon_Maillet_2017.jpg,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),SILVER,Emilien JACQUELIN,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/2020-01-10_IBU_World_Cup_Biathlon_Oberhof_IMG_2906_by_Stepro_%C3%89milien_Jacquelin_%28cropped%29.jpg/220px-2020-01-10_IBU_World_Cup_Biathlon_Oberhof_IMG_2906_by_Stepro_%C3%89milien_Jacquelin_%28cropped%29.jpg,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),SILVER,Julia SIMON,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/2020-01-09_IBU_World_Cup_Biathlon_Oberhof_IMG_2857_by_Stepro_Julia_Simon_%28cropped%29.jpg/405px-2020-01-09_IBU_World_Cup_Biathlon_Oberhof_IMG_2857_by_Stepro_Julia_Simon_%28cropped%29.jpg,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),BRONZE,Uliana NIGMATULLINA,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Uliana_Kaisheva.jpg/220px-Uliana_Kaisheva.jpg,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),BRONZE,Kristina REZTSOVA,ROC,Moscow,55.7504461,37.6174943, ,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),BRONZE,Eduard LATYPOV,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Eduard_Latypov.jpg/220px-Eduard_Latypov.jpg,2022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),BRONZE,Alexander LOGINOV,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Alexandr_Loginov_ECH_2017.jpg/330px-Alexandr_Loginov_ECH_2017.jpg,2022
2022-beijing,Cross-Country Skiing,Women's 7.5km + 7.5km Skiathlon,GOLD,Therese JOHAUG,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/20190227_FIS_NWSC_Seefeld_Medal_Ceremony_Therese_Johaug_850_5308_Therese_Johaug.jpg/220px-20190227_FIS_NWSC_Seefeld_Medal_Ceremony_Therese_Johaug_850_5308_Therese_Johaug.jpg,2022
2022-beijing,Cross-Country Skiing,Women's 7.5km + 7.5km Skiathlon,SILVER,Natalia NEPRYAEVA,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/20190228_FIS_NWSC_Seefeld_Medal_Ceremony_Team_Russia_850_5862_Natalya_Nepryayeva.jpg/220px-20190228_FIS_NWSC_Seefeld_Medal_Ceremony_Team_Russia_850_5862_Natalya_Nepryayeva.jpg,2022
2022-beijing,Cross-Country Skiing,Women's 7.5km + 7.5km Skiathlon,BRONZE,Teresa STADLOBER,Austria,Vienna,48.2083537,16.3725042,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/20180128_FIS_NC_WC_Seefeld_Teresa_Stadlober_850_3370.jpg/220px-20180128_FIS_NC_WC_Seefeld_Teresa_Stadlober_850_3370.jpg,2022
2022-beijing,Freestyle Skiing,Men's Moguls,GOLD,Walter WALLBERG,Sweden,Stockholm,59.3251172,18.0710935, ,2022
2022-beijing,Freestyle Skiing,Men's Moguls,SILVER,Mikael KINGSBURY,Canada,Ottawa,45.4211435,-75.6900574,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/FIS_Moguls_World_Cup_2015_Finals_-_Meg%C3%A8ve_-_20150315_-_Mikael_Kingsbury_8.jpg/220px-FIS_Moguls_World_Cup_2015_Finals_-_Meg%C3%A8ve_-_20150315_-_Mikael_Kingsbury_8.jpg,2022
2022-beijing,Freestyle Skiing,Men's Moguls,BRONZE,Ikuma HORISHIMA,Japan,Tokyo,35.6828387,139.7594549, ,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,GOLD,Dajing WU,People's Republic of China,People's Republic of China,35.000074,104.999927,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Moscow_2015_Relay_Men_After_Heat_2_%289%29.JPG/220px-Moscow_2015_Relay_Men_After_Heat_2_%289%29.JPG,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,GOLD,Ziwei REN,People's Republic of China,People's Republic of China,35.000074,104.999927, ,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,GOLD,Yuting ZHANG,People's Republic of China,People's Republic of China,35.000074,104.999927, ,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,GOLD,Chunyu QU,People's Republic of China,People's Republic of China,35.000074,104.999927, ,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,GOLD,Kexin FAN,People's Republic of China,People's Republic of China,35.000074,104.999927,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Fan_Kexin.jpg/220px-Fan_Kexin.jpg,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Martina VALCEPINA,Italy,Rome,41.8933203,12.4829321,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Martina_valcepina_olimpic.jpg/220px-Martina_valcepina_olimpic.jpg,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Arianna FONTANA,Italy,Rome,41.8933203,12.4829321,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Arianna_Fontana_Sochi_ST1500m_09_%28cropped%29.jpg/220px-Arianna_Fontana_Sochi_ST1500m_09_%28cropped%29.jpg,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Arianna VALCEPINA,Italy,Rome,41.8933203,12.4829321, ,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Andrea CASSINELLI,Italy,Rome,41.8933203,12.4829321, ,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Yuri CONFORTOLA,Italy,Rome,41.8933203,12.4829321,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Yuri_confortola_2006.jpg/180px-Yuri_confortola_2006.jpg,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Pietro SIGHEL,Italy,Rome,41.8933203,12.4829321, ,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,BRONZE,Petra JASZAPATI,Hungary,Budapest,47.4979937,19.0403594,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Petra_J%C3%A1szap%C3%A1ti_Moscow_2015.JPG/220px-Petra_J%C3%A1szap%C3%A1ti_Moscow_2015.JPG,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,BRONZE,Zsofia KONYA,Hungary,Budapest,47.4979937,19.0403594, ,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,BRONZE,John-Henry KRUEGER,Hungary,Budapest,47.4979937,19.0403594,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Speed_Skating_DVsYpf0UMAAdGgb.jpg/330px-Speed_Skating_DVsYpf0UMAAdGgb.jpg,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,BRONZE,Shaoang LIU,Hungary,Budapest,47.4979937,19.0403594,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Liu_Shaoang.JPG/220px-Liu_Shaoang.JPG,2022
2022-beijing,Short Track Speed Skating,Mixed Team Relay,BRONZE,Shaolin Sandor LIU,Hungary,Budapest,47.4979937,19.0403594,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Liu_Shaolin_S%C3%A1ndor_r%C3%B6vidp%C3%A1ly%C3%A1s_gyorskorcsoly%C3%A1z%C3%B3.jpg/220px-Liu_Shaolin_S%C3%A1ndor_r%C3%B6vidp%C3%A1ly%C3%A1s_gyorskorcsoly%C3%A1z%C3%B3.jpg,2022
2022-beijing,Ski Jumping,Women's Normal Hill Individual,GOLD,Ursa BOGATAJ,Slovenia,Ljubljana,46.0500268,14.5069289,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Ur%C5%A1a_Bogataj_%28SLO%29_2019.jpg/220px-Ur%C5%A1a_Bogataj_%28SLO%29_2019.jpg,2022
2022-beijing,Ski Jumping,Women's Normal Hill Individual,SILVER,Katharina ALTHAUS,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Katharina_Althaus_Hinzenbach2014.jpg/220px-Katharina_Althaus_Hinzenbach2014.jpg,2022
2022-beijing,Ski Jumping,Women's Normal Hill Individual,BRONZE,Nika KRIZNAR,Slovenia,Ljubljana,46.0500268,14.5069289,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/20190302_Seefeld_SJ_9488.jpg/220px-20190302_Seefeld_SJ_9488.jpg,2022
2022-beijing,Speed Skating,Women's 3000m,GOLD,Irene SCHOUTEN,Netherlands,Amsterdam,52.3727598,4.8936041,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Irene_Schouten_%28NED%29.jpeg/330px-Irene_Schouten_%28NED%29.jpeg,2022
2022-beijing,Speed Skating,Women's 3000m,SILVER,Francesca LOLLOBRIGIDA,Italy,Rome,41.8933203,12.4829321, ,2022
2022-beijing,Speed Skating,Women's 3000m,BRONZE,Isabelle WEIDEMANN,Canada,Ottawa,45.4211435,-75.6900574, ,2022
2022-beijing,Cross-Country Skiing,Men's 15km + 15km Skiathlon,GOLD,Alexander BOLSHUNOV,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6060_Alexander_Bolshunov.jpg/220px-20190301_FIS_NWSC_Seefeld_Medal_Ceremony_850_6060_Alexander_Bolshunov.jpg,2022
2022-beijing,Cross-Country Skiing,Men's 15km + 15km Skiathlon,SILVER,Denis SPITSOV,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/20190303_FIS_NWSC_Seefeld_Men_CC_50km_Mass_Start_Denis_Spitsov_850_7260_%28cropped%29.jpg/220px-20190303_FIS_NWSC_Seefeld_Men_CC_50km_Mass_Start_Denis_Spitsov_850_7260_%28cropped%29.jpg,2022
2022-beijing,Cross-Country Skiing,Men's 15km + 15km Skiathlon,BRONZE,Iivo NISKANEN,Finland,Helsinki,60.1674881,24.9427473,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/20190227_FIS_NWSC_Seefeld_Medal_Ceremony_850_5369_Iivo_Niskanen.jpg/220px-20190227_FIS_NWSC_Seefeld_Medal_Ceremony_850_5369_Iivo_Niskanen.jpg,2022
2022-beijing,Freestyle Skiing,Women's Moguls,GOLD,Jakara ANTHONY,Australia,Canberra,-35.2975906,149.1012676, ,2022
2022-beijing,Freestyle Skiing,Women's Moguls,SILVER,Jaelin KAUF,United States of America,United States of America,39.7837304,-100.445882, ,2022
2022-beijing,Freestyle Skiing,Women's Moguls,BRONZE,Anastasiia SMIRNOVA,ROC,Moscow,55.7504461,37.6174943, ,2022
2022-beijing,Luge,Men's Singles,GOLD,Johannes LUDWIG,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/2018-01-11_Olympiaeinkleidung_Deutschland_2018_by_Sandro_Halank%E2%80%9338.jpg/220px-2018-01-11_Olympiaeinkleidung_Deutschland_2018_by_Sandro_Halank%E2%80%9338.jpg,2022
2022-beijing,Luge,Men's Singles,SILVER,Wolfgang KINDL,Austria,Vienna,48.2083537,16.3725042,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/2017-02-25_Wolfgang_Kindl_%28Siegerehrung%29_by_Sandro_Halank.jpg/250px-2017-02-25_Wolfgang_Kindl_%28Siegerehrung%29_by_Sandro_Halank.jpg,2022
2022-beijing,Luge,Men's Singles,BRONZE,Dominik FISCHNALLER,Italy,Rome,41.8933203,12.4829321,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/2017-02-04_Dominik_Fischnaller_by_Sandro_Halank.jpg/275px-2017-02-04_Dominik_Fischnaller_by_Sandro_Halank.jpg,2022
2022-beijing,Ski Jumping,Men's Normal Hill Individual,GOLD,Ryoyu KOBAYASHI,Japan,Tokyo,35.6828387,139.7594549,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Ryoyu_Kobayashi_in_Wisla_%282018%29.jpg/220px-Ryoyu_Kobayashi_in_Wisla_%282018%29.jpg,2022
2022-beijing,Ski Jumping,Men's Normal Hill Individual,SILVER,Manuel FETTNER,Austria,Vienna,48.2083537,16.3725042,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/2017-10-03_FIS_SGP_2017_Klingenthal_Manuel_Fettner_004.jpg/220px-2017-10-03_FIS_SGP_2017_Klingenthal_Manuel_Fettner_004.jpg,2022
2022-beijing,Ski Jumping,Men's Normal Hill Individual,BRONZE,Dawid KUBACKI,Poland,Warsaw,52.2319581,21.0067249,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/20190226_Seefeld_SJ_4145.jpg/220px-20190226_Seefeld_SJ_4145.jpg,2022
2022-beijing,Snowboard,Women's Snowboard Slopestyle,GOLD,Zoi SADOWSKI SYNNOTT,New Zealand,Wellington,-41.2887953,174.7772114, ,2022
2022-beijing,Snowboard,Women's Snowboard Slopestyle,SILVER,Julia MARINO,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Julia_Marino_snowboarder_%28cropped%29.jpg/330px-Julia_Marino_snowboarder_%28cropped%29.jpg,2022
2022-beijing,Snowboard,Women's Snowboard Slopestyle,BRONZE,Tess COADY,Australia,Canberra,-35.2975906,149.1012676, ,2022
2022-beijing,Speed Skating,Men's 5000m,GOLD,Nils van der POEL,Sweden,Stockholm,59.3251172,18.0710935,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Nils_van_der_Poel_in_2022.jpg/330px-Nils_van_der_Poel_in_2022.jpg,2022
2022-beijing,Speed Skating,Men's 5000m,SILVER,Patrick ROEST,Netherlands,Amsterdam,52.3727598,4.8936041,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Patrick_Roest_Eindhoven_Trofee_dec_2013_%2811371637113%29.jpg/220px-Patrick_Roest_Eindhoven_Trofee_dec_2013_%2811371637113%29.jpg,2022
2022-beijing,Speed Skating,Men's 5000m,BRONZE,Hallgeir ENGEBRAATEN,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Hallgeir_Engebr%C3%A5ten_-_Risenga_2017.jpg/330px-Hallgeir_Engebr%C3%A5ten_-_Risenga_2017.jpg,2022
2022-beijing,Alpine Skiing,Men's Downhill,GOLD,Beat FEUZ,Switzerland,Bern,46.9482713,7.4514512,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Beat_Feuz.jpg/200px-Beat_Feuz.jpg,2022
2022-beijing,Alpine Skiing,Men's Downhill,SILVER,Johan CLAREY,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Johan_Clarey_en_mars_2019_au_Super_Slalom_de_La_Plagne.jpg/200px-Johan_Clarey_en_mars_2019_au_Super_Slalom_de_La_Plagne.jpg,2022
2022-beijing,Alpine Skiing,Men's Downhill,BRONZE,Matthias MAYER,Austria,Vienna,48.2083537,16.3725042,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Matthias_Mayer_January_2014.jpg/210px-Matthias_Mayer_January_2014.jpg,2022
2022-beijing,Alpine Skiing,Women's Giant Slalom,GOLD,Sara HECTOR,Sweden,Stockholm,59.3251172,18.0710935,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Sara_Hector_in_2022.jpg/210px-Sara_Hector_in_2022.jpg,2022
2022-beijing,Alpine Skiing,Women's Giant Slalom,SILVER,Federica BRIGNONE,Italy,Rome,41.8933203,12.4829321,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Federica_Brignone_2018.jpg/220px-Federica_Brignone_2018.jpg,2022
2022-beijing,Alpine Skiing,Women's Giant Slalom,BRONZE,Lara GUT-BEHRAMI,Switzerland,Bern,46.9482713,7.4514512,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/2017_Audi_FIS_Ski_Weltcup_Garmisch-Partenkirchen_Damen_-_Lara_Gut_-_by_2eight_-_8SC0746.jpg/360px-2017_Audi_FIS_Ski_Weltcup_Garmisch-Partenkirchen_Damen_-_Lara_Gut_-_by_2eight_-_8SC0746.jpg,2022
2022-beijing,Biathlon,Women's 15km Individual,GOLD,Denise HERRMANN,Germany,Berlin,52.5170365,13.3888599,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Portr%C3%A4ts_bei_der_Olympia-Einkleidung_M%C3%BCnchen_2018_%28Martin_Rulsch%29_37.jpg/220px-Portr%C3%A4ts_bei_der_Olympia-Einkleidung_M%C3%BCnchen_2018_%28Martin_Rulsch%29_37.jpg,2022
2022-beijing,Biathlon,Women's 15km Individual,SILVER,Anais CHEVALIER-BOUCHET,France,Paris,48.8588897,2.320041022,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Ana%C3%AFs_Chevalier_octobre_2017.jpg/420px-Ana%C3%AFs_Chevalier_octobre_2017.jpg,2022
2022-beijing,Biathlon,Women's 15km Individual,BRONZE,Marte Olsbu ROEISELAND,Norway,Oslo,59.9133301,10.7389701,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Marte_Olsbu_R%C3%B8iseland.jpg/220px-Marte_Olsbu_R%C3%B8iseland.jpg,2022
2022-beijing,Figure Skating,Team Event,GOLD,Anastasia MISHINA,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/2019_Internationaux_de_France_Sunday_Final_8D9A0730.jpg/235px-2019_Internationaux_de_France_Sunday_Final_8D9A0730.jpg,2022
2022-beijing,Figure Skating,Team Event,GOLD,Aleksandr GALLIAMOV,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Galliamov_-_2019_Internationaux_de_France_%28cropped%29.jpg/235px-Galliamov_-_2019_Internationaux_de_France_%28cropped%29.jpg,2022
2022-beijing,Figure Skating,Team Event,GOLD,Mark KONDRATIUK,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Mark_Kondratiuk.jpg/220px-Mark_Kondratiuk.jpg,2022
2022-beijing,Figure Skating,Team Event,GOLD,Kamila VALIEVA,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/%D0%9A%D0%B0%D0%BC%D0%B8%D0%BB%D0%B0_%D0%92%D0%B0%D0%BB%D0%B8%D0%B5%D0%B2%D0%B0_%2826-04-2022%29.jpg/220px-%D0%9A%D0%B0%D0%BC%D0%B8%D0%BB%D0%B0_%D0%92%D0%B0%D0%BB%D0%B8%D0%B5%D0%B2%D0%B0_%2826-04-2022%29.jpg,2022
2022-beijing,Figure Skating,Team Event,GOLD,Victoria SINITSINA,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/2017_Skate_America_-_Victoria_Sinitsina_and_Nikita_Katsalapov_-_05.jpg/230px-2017_Skate_America_-_Victoria_Sinitsina_and_Nikita_Katsalapov_-_05.jpg,2022
2022-beijing,Figure Skating,Team Event,GOLD,Nikita KATSALAPOV,ROC,Moscow,55.7504461,37.6174943,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/2017_Skate_America_-_Victoria_Sinitsina_and_Nikita_Katsalapov_-_05.jpg/230px-2017_Skate_America_-_Victoria_Sinitsina_and_Nikita_Katsalapov_-_05.jpg,2022
2022-beijing,Figure Skating,Team Event,SILVER,Alexa KNIERIM,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/2015_Grand_Prix_of_Figure_Skating_Final_Alexa_Scimeca_Chris_Knierim_IMG_8497.JPG/220px-2015_Grand_Prix_of_Figure_Skating_Final_Alexa_Scimeca_Chris_Knierim_IMG_8497.JPG,2022
2022-beijing,Figure Skating,Team Event,SILVER,Brandon FRAZIER,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/2012_World_Junior_FS_Haven_Denney_Brandon_Frazier.jpg/220px-2012_World_Junior_FS_Haven_Denney_Brandon_Frazier.jpg,2022
2022-beijing,Figure Skating,Team Event,SILVER,Evan BATES,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/2017-18_Grand_Prix_%28France%29_Chock_and_Bates.jpg/220px-2017-18_Grand_Prix_%28France%29_Chock_and_Bates.jpg,2022
2022-beijing,Figure Skating,Team Event,SILVER,Karen CHEN,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Karen_Chen_2017.jpg/220px-Karen_Chen_2017.jpg,2022
2022-beijing,Figure Skating,Team Event,SILVER,Madison HUBBELL,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Madison_Hubbell_and_Zachary_Donohue_at_the_2016_Troph%C3%A9e_de_France_-_Awarding_ceremony.jpg/220px-Madison_Hubbell_and_Zachary_Donohue_at_the_2016_Troph%C3%A9e_de_France_-_Awarding_ceremony.jpg,2022
2022-beijing,Figure Skating,Team Event,SILVER,Nathan CHEN,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Nathan_Chen_at_the_2018_Internationaux_de_France_-_Awarding_ceremony.jpg/220px-Nathan_Chen_at_the_2018_Internationaux_de_France_-_Awarding_ceremony.jpg,2022
2022-beijing,Figure Skating,Team Event,SILVER,Vincent ZHOU,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Vincent_Zhou_at_the_Four_Continents_Championships_2019_-_Awarding_ceremony.jpg/220px-Vincent_Zhou_at_the_Four_Continents_Championships_2019_-_Awarding_ceremony.jpg,2022
2022-beijing,Figure Skating,Team Event,SILVER,Zachary DONOHUE,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Madison_Hubbell_and_Zachary_Donohue_at_the_2016_Troph%C3%A9e_de_France_-_Awarding_ceremony.jpg/220px-Madison_Hubbell_and_Zachary_Donohue_at_the_2016_Troph%C3%A9e_de_France_-_Awarding_ceremony.jpg,2022
2022-beijing,Figure Skating,Team Event,SILVER,Madison CHOCK,United States of America,United States of America,39.7837304,-100.445882,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/2017-18_Grand_Prix_%28France%29_Chock_and_Bates.jpg/220px-2017-18_Grand_Prix_%28France%29_Chock_and_Bates.jpg,2022
2022-beijing,Figure Skating,Team Event,BRONZE,Yuma KAGIYAMA,Japan,Tokyo,35.6828387,139.7594549,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/2019-2020_ISU_Junior_Grand_Prix_Final_Yuma_Kagiyama_2019_12_05_0146.jpg/220px-2019-2020_ISU_Junior_Grand_Prix_Final_Yuma_Kagiyama_2019_12_05_0146.jpg,2022
2022-beijing,Figure Skating,Team Event,BRONZE,Wakaba HIGUCHI,Japan,Tokyo,35.6828387,139.7594549,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Photos_%E2%80%93_World_Championships_2018_%E2%80%93_Ladies_%28Medalists%29_%283%29.jpg/220px-Photos_%E2%80%93_World_Championships_2018_%E2%80%93_Ladies_%28Medalists%29_%283%29.jpg,2022
2022-beijing,Figure Skating,Team Event,BRONZE,Misato KOMATSUBARA,Japan,Tokyo,35.6828387,139.7594549,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Misato_Komatsubara_and_Tim_Koleto_-_2019_Four_Continents_Championships_-_2.jpg/220px-Misato_Komatsubara_and_Tim_Koleto_-_2019_Four_Continents_Championships_-_2.jpg,2022
2022-beijing,Figure Skating,Team Event,BRONZE,Tim KOLETO,Japan,Tokyo,35.6828387,139.7594549,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/2018_Rostelecom_Cup_Misato_Komatsubara_Tim_Koleto_2018-11-17_16-13-05_%282%29.jpg/220px-2018_Rostelecom_Cup_Misato_Komatsubara_Tim_Koleto_2018-11-17_16-13-05_%282%29.jpg,2022
2022-beijing,Figure Skating,Team Event,BRONZE,Riku MIURA,Japan,Tokyo,35.6828387,139.7594549,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Photos_%E2%80%93_Junior_World_Championships_2017_%E2%80%93_Pairs_%28Riku_MIURA_Shoya_ICHIHASHI_JPN_%E2%80%93_13th_Place%29_%286%29.jpg/200px-Photos_%E2%80%93_Junior_World_Championships_2017_%E2%80%93_Pairs_%28Riku_MIURA_Shoya_ICHIHASHI_JPN_%E2%80%93_13th_Place%29_%286%29.jpg,2022
2022-beijing,Figure Skating,Team Event,BRONZE,Ryuichi KIHARA,Japan,Tokyo,35.6828387,139.7594549, ,2022
2022-beijing,Figure Skating,Team Event,BRONZE,Shoma UNO,Japan,Tokyo,35.6828387,139.7594549,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Uno_-_2018_Olympics.jpg/220px-Uno_-_2018_Olympics.jpg,2022
2022-beijing,Figure Skating,Team Event,BRONZE,Kaori SAKAMOTO,Japan,Tokyo,35.6828387,139.7594549,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Kaori_Sakamoto_4cc_2018.jpg/220px-Kaori_Sakamoto_4cc_2018.jpg,2022
2022-beijing,Short Track Speed Skating,Men's 1000m,GOLD,Ziwei REN,People's Republic of China,People's Republic of China,35.000074,104.999927, ,2022
